Date,bitcoin,ethereum,eos,bitcoin-cash,bitcoin-sv,monero,litecoin,maidsafecoin,ripple,stellar,tether
2013-12-08,733.45,0,0,0,0,0,0,0,0,0,0
2013-12-09,866.33,0,0,0,0,0,0,0,0,0,0
2013-12-15,848.42,0,0,0,0,0,0,0,0,0,0
2013-12-16,797.96,0,0,0,0,0,0,0,0,0,0
2013-12-17,689.01,0,0,0,0,0,0,0,0,0,0
2013-12-20,674.89,0,0,0,0,0,0,0,0,0,0
2013-12-22,626.29,0,0,0,0,0,0,0,0,0,0
2013-12-24,658.05,0,0,0,0,0,0,0,0,0,0
2013-12-25,663.03,0,0,0,0,0,0,0,0,0,0
2013-12-26,723.29,0,0,0,0,0,0,0,0,0,0
2013-12-27,736.0,0,0,0,0,0,0,0,0,0,0
2013-12-28,727.69,0,0,0,0,0,0,0,0,0,0
2013-12-29,721.39,0,0,0,0,0,0,0,0,0,0
2013-12-30,749.63,0,0,0,0,0,0,0,0,0,0
2013-12-31,740.62,0,0,0,0,0,0,0,0,0,0
2014-01-01,755.54,0,0,0,0,0,0,0,0,0,0
2014-01-03,807.04,0,0,0,0,0,0,0,0,0,0
2014-01-05,883.67,0,0,0,0,0,0,0,0,0,0
2014-01-07,899.79,0,0,0,0,0,0,0,0,0,0
2014-01-08,829.11,0,0,0,0,0,0,0,0,0,0
2014-01-09,837.53,0,0,0,0,0,0,0,0,0,0
2014-01-10,834.34,0,0,0,0,0,0,0,0,0,0
2014-01-11,888.9,0,0,0,0,0,0,0,0,0,0
2014-01-13,830.47,0,0,0,0,0,0,0,0,0,0
2014-01-14,836.84,0,0,0,0,0,0,0,0,0,0
2014-01-15,849.9,0,0,0,0,0,0,0,0,0,0
2014-01-18,829.14,0,0,0,0,0,0,0,0,0,0
2014-01-19,835.43,0,0,0,0,0,0,0,0,0,0
2014-01-20,858.61,0,0,0,0,0,0,0,0,0,0
2014-01-21,852.14,0,0,0,0,0,0,0,0,0,0
2014-01-22,841.72,0,0,0,0,0,0,0,0,0,0
2014-01-23,827.58,0,0,0,0,0,0,0,0,0,0
2014-01-24,799.42,0,0,0,0,0,0,0,0,0,0
2014-01-25,830.79,0,0,0,0,0,0,0,0,0,0
2014-01-27,829.22,0,0,0,0,0,0,0,0,0,0
2014-01-30,810.64,0,0,0,0,0,0,0,0,0,0
2014-01-31,822.76,0,0,0,0,0,0,0,0,0,0
2014-02-01,836.09,0,0,0,0,0,0,0,0,0,0
2014-02-02,827.46,0,0,0,0,0,0,0,0,0,0
2014-02-04,828.17,0,0,0,0,0,0,0,0,0,0
2014-02-05,820.91,0,0,0,0,0,0,0,0,0,0
2014-02-06,796.58,0,0,0,0,0,0,0,0,0,0
2014-02-07,725.3,0,0,0,0,0,0,0,0,0,0
2014-02-12,629.09,0,0,0,0,0,0,0,0,0,0
2014-02-13,598.07,0,0,0,0,0,0,0,0,0,0
2014-02-14,568.59,0,0,0,0,0,0,0,0,0,0
2014-02-17,483.77,0,0,0,0,0,0,0,0,0,0
2014-02-18,456.14,0,0,0,0,0,0,0,0,0,0
2014-02-19,452.51,0,0,0,0,0,0,0,0,0,0
2014-02-21,358.4,0,0,0,0,0,0,0,0,0,0
2014-02-24,427.51,0,0,0,0,0,0,0,0,0,0
2014-02-26,571.81,0,0,0,0,0,0,0,0,0,0
2014-02-28,564.42,0,0,0,0,0,0,0,0,0,0
2014-03-03,602.51,0,0,0,0,0,0,0,0,0,0
2014-03-04,673.38,0,0,0,0,0,0,0,0,0,0
2014-03-05,657.71,0,0,0,0,0,0,0,0,0,0
2014-03-06,657.2,0,0,0,0,0,0,0,0,0,0
2014-03-07,637.84,0,0,0,0,0,0,0,0,0,0
2014-03-08,615.81,0,0,0,0,0,0,0,0,0,0
2014-03-09,622.75,0,0,0,0,0,0,0,0,0,0
2014-03-10,626.67,0,0,0,0,0,0,0,0,0,0
2014-03-11,622.65,0,0,0,0,0,0,0,0,0,0
2014-03-12,632.15,0,0,0,0,0,0,0,0,0,0
2014-03-13,633.18,0,0,0,0,0,0,0,0,0,0
2014-03-14,627.97,0,0,0,0,0,0,0,0,0,0
2014-03-15,625.94,0,0,0,0,0,0,0,0,0,0
2014-03-16,625.93,0,0,0,0,0,0,0,0,0,0
2014-03-17,620.47,0,0,0,0,0,0,0,0,0,0
2014-03-18,609.68,0,0,0,0,0,0,0,0,0,0
2014-03-21,577.87,0,0,0,0,0,0,0,0,0,0
2014-03-23,559.59,0,0,0,0,0,0,0,0,0,0
2014-03-24,560.82,0,0,0,0,0,0,0,0,0,0
2014-03-25,572.3,0,0,0,0,0,0,0,0,0,0
2014-03-26,574.93,0,0,0,0,0,0,0,0,0,0
2014-03-28,501.06,0,0,0,0,0,0,0,0,0,0
2014-03-29,494.45,0,0,0,0,0,0,0,0,0,0
2014-03-30,468.0,0,0,0,0,0,0,0,0,0,0
2014-04-02,462.9,0,0,0,0,0,0,0,0,0,0
2014-04-03,432.15,0,0,0,0,0,0,0,0,0,0
2014-04-04,442.96,0,0,0,0,0,0,0,0,0,0
2014-04-05,451.79,0,0,0,0,0,0,0,0,0,0
2014-04-06,458.53,0,0,0,0,0,0,0,0,0,0
2014-04-07,456.01,0,0,0,0,0,0,0,0,0,0
2014-04-08,454.92,0,0,0,0,0,0,0,0,0,0
2014-04-09,450.87,0,0,0,0,0,0,0,0,0,0
2014-04-10,407.88,0,0,0,0,0,0,0,0,0,0
2014-04-13,418.61,0,0,0,0,0,0,0,0,0,0
2014-04-14,448.88,0,0,0,0,0,0,0,0,0,0
2014-04-17,505.87,0,0,0,0,0,13.04,0,0,0,0
2014-04-18,486.25,0,0,0,0,0,12.19,0,0,0,0
2014-04-19,492.24,0,0,0,0,0,12.7,0,0,0,0
2014-04-21,498.55,0,0,0,0,0,12.5,0,0,0,0
2014-04-24,486.88,0,0,0,0,0,12.2,0,0,0,0
2014-04-25,463.04,0,0,0,0,0,11.22,0,0,0,0
2014-04-26,455.57,0,0,0,0,0,10.65,0,0,0,0
2014-04-27,450.87,0,0,0,0,0,10.41,0,0,0,0
2014-04-29,442.49,0,0,0,0,0,10.27,0,0,0,0
2014-04-30,443.63,0,0,0,0,0,10.8,0,0,0,0
2014-05-01,453.24,0,0,0,0,0,11.12,0,0,0,0
2014-05-02,448.3,0,0,0,0,0,10.71,0,0,0,0
2014-05-03,439.19,0,0,0,0,0,10.36,0,0,0,0
2014-05-04,434.86,0,0,0,0,0,10.31,0,0,0,0
2014-05-05,431.98,0,0,0,0,0,10.27,0,0,0,0
2014-05-06,427.66,0,0,0,0,0,10.29,0,0,0,0
2014-05-08,441.77,0,0,0,0,0,10.55,0,0,0,0
2014-05-09,444.21,0,0,0,0,0,10.62,0,0,0,0
2014-05-10,448.48,0,0,0,0,0,10.72,0,0,0,0
2014-05-11,442.4,0,0,0,0,0,10.48,0,0,0,0
2014-05-12,436.92,0,0,0,0,0,10.38,0,0,0,0
2014-05-13,436.92,0,0,0,0,0,10.38,0,0,0,0
2014-05-14,440.9,0,0,0,0,0,10.43,0,0,0,0
2014-05-15,445.41,0,0,0,0,0,10.48,0,0,0,0
2014-05-16,446.22,0,0,0,0,0,10.42,0,0,0,0
2014-05-17,449.54,0,0,0,0,0,10.39,0,0,0,0
2014-05-18,447.84,0,0,0,0,0,10.4,0,0,0,0
2014-05-19,444.53,0,0,0,0,0,10.32,0,0,0,0
2014-05-20,463.13,0,0,0,0,0,10.51,0,0,0,0
2014-05-21,489.31,0,0,0,0,0,10.61,0,0,0,0
2014-05-24,517.72,0,0,0,0,0,11.03,0,0,0,0
2014-05-25,559.08,0,0,0,0,0,11.44,0,0,0,0
2014-05-27,572.26,0,0,0,0,0,0,0,0,0,0
2014-05-29,563.61,0,0,0,0,0,0,0,0,0,0
2014-05-31,618.19,0,0,0,0,0,11.14,0,0,0,0
2014-06-01,644.98,0,0,0,0,0,11.17,0,0,0,0
2014-06-02,634.85,0,0,0,0,0,11.28,0,0,0,0
2014-06-03,661.74,0,0,0,0,0,11.43,0,0,0,0
2014-06-04,639.04,0,0,0,0,0,11.3,0,0,0,0
2014-06-05,649.56,0,0,0,0,0,11.33,0,0,0,0
2014-06-07,649.94,0,0,0,0,0,11.06,0,0,0,0
2014-06-11,644.89,0,0,0,0,0,10.96,0,0,0,0
2014-06-14,581.63,0,0,0,0,0,9.9,0,0,0,0
2014-06-15,569.07,0,0,0,0,0,9.67,0,0,0,0
2014-06-16,596.62,0,0,0,0,0,9.8,0,0,0,0
2014-06-17,598.4,0,0,0,0,0,9.61,0,0,0,0
2014-06-18,607.51,0,0,0,0,0,9.61,0,0,0,0
2014-06-19,604.35,0,0,0,0,0,9.78,0,0,0,0
2014-06-20,591.51,0,0,0,0,0,9.83,0,0,0,0
2014-06-21,590.82,0,0,0,0,0,9.74,0,0,0,0
2014-06-22,600.44,0,0,0,0,0,9.78,0,0,0,0
2014-06-23,590.59,0,0,0,0,0,9.66,0,0,0,0
2014-06-24,588.03,0,0,0,0,0,9.61,0,0,0,0
2014-06-25,570.46,0,0,0,0,0,9.32,0,0,0,0
2014-06-26,571.58,0,0,0,0,0,9.06,0,0,0,0
2014-06-27,585.51,0,0,0,0,0,9.14,0,0,0,0
2014-06-28,598.76,0,0,0,0,0,9.18,0,0,0,0
2014-06-29,596.22,0,0,0,0,0,9.02,0,0,0,0
2014-06-30,619.69,0,0,0,0,0,8.89,0,0,0,0
2014-07-01,647.86,0,0,0,0,0,8.82,0,0,0,0
2014-07-06,629.27,0,0,0,0,0,7.09,0,0,0,0
2014-07-07,623.84,0,0,0,0,0,7.35,0,0,0,0
2014-07-08,617.72,0,0,0,0,0,7.63,0,0,0,0
2014-07-09,619.68,0,0,0,0,0,7.81,0,0,0,0
2014-07-10,617.24,0,0,0,0,0,7.73,0,0,0,0
2014-07-11,622.54,0,0,0,0,0,7.88,0,0,0,0
2014-07-12,631.09,0,0,0,0,0,8.25,0,0,0,0
2014-07-13,628.98,0,0,0,0,0,8.98,0,0,0,0
2014-07-14,621.43,0,0,0,0,0,8.69,0,0,0,0
2014-07-15,620.73,0,0,0,0,0,8.7,0,0,0,0
2014-07-16,617.46,0,0,0,0,0,8.49,0,0,0,0
2014-07-18,623.19,0,0,0,0,0,8.79,0,0,0,0
2014-07-19,626.53,0,0,0,0,0,8.75,0,0,0,0
2014-07-20,621.23,0,0,0,0,0,8.59,0,0,0,0
2014-07-21,619.95,0,0,0,0,0,8.52,0,0,0,0
2014-07-22,621.66,0,0,0,0,0,8.6,0,0,0,0
2014-07-23,619.82,0,0,0,0,0,8.51,0,0,0,0
2014-07-24,608.08,0,0,0,0,0,8.2,0,0,0,0
2014-07-25,601.06,0,0,0,0,0,7.73,0,0,0,0
2014-07-26,595.23,0,0,0,0,0,7.59,0,0,0,0
2014-07-27,595.22,0,0,0,0,0,7.72,0,0,0,0
2014-07-28,582.08,0,0,0,0,0,7.56,0,0,0,0
2014-07-29,583.9,0,0,0,0,0,7.61,0,0,0,0
2014-07-31,575.53,0,0,0,0,0,7.36,0,0,0,0
2014-08-01,591.7,0,0,0,0,0,7.62,0,0,0,0
2014-08-02,589.97,0,0,0,0,0,7.63,0,0,0,0
2014-08-04,587.62,0,0,0,0,0,7.45,0,0,0,0
2014-08-05,584.93,0,0,0,0,0,7.27,0,0,0,0
2014-08-07,586.5,0,0,0,0,0,7.05,0,0,0,0
2014-08-08,593.14,0,0,0,0,0,7.13,0,0,0,0
2014-08-09,587.42,0,0,0,0,0,6.94,0,0,0,0
2014-08-10,589.28,0,0,0,0,0,6.94,0,0,0,0
2014-08-13,549.88,0,0,0,0,0,5.19,0,0,0,0
2014-08-14,517.93,0,0,0,0,0,5.03,0,0,0,0
2014-08-15,505.07,0,0,0,0,0,5.08,0,0,0,0
2014-08-16,500.69,0,0,0,0,0,4.99,0,0,0,0
2014-08-19,474.21,0,0,0,0,0,4.22,0,0,0,0
2014-08-21,520.12,0,0,0,0,0,5.84,0,0,0,0
2014-08-22,512.34,0,0,0,0,0,5.27,0,0,0,0
2014-08-23,502.92,0,0,0,0,0,4.95,0,0,0,0
2014-08-24,504.36,0,0,0,0,0,5.41,0,0,0,0
2014-08-25,502.94,0,0,0,0,0,5.25,0,0,0,0
2014-08-26,508.23,0,0,0,0,0,5.5,0,0,0,0
2014-08-27,515.63,0,0,0,0,0,5.56,0,0,0,0
2014-08-28,511.12,0,0,0,0,0,5.28,0,0,0,0
2014-09-01,480.35,0,0,0,0,0,4.9,0,0,0,0
2014-09-02,478.37,0,0,0,0,0,4.75,0,0,0,0
2014-09-03,477.91,0,0,0,0,0,4.85,0,0,0,0
2014-09-05,486.14,0,0,0,0,0,5.05,0,0,0,0
2014-09-06,482.63,0,0,0,0,0,4.99,0,0,0,0
2014-09-07,483.7,0,0,0,0,0,5.12,0,0,0,0
2014-09-08,472.57,0,0,0,0,0,5.01,0,0,0,0
2014-09-09,469.39,0,0,0,0,0,5.01,0,0,0,0
2014-09-10,480.14,0,0,0,0,0,5.33,0,0,0,0
2014-09-11,477.16,0,0,0,0,0,5.37,0,0,0,0
2014-09-12,473.62,0,0,0,0,0,5.35,0,0,0,0
2014-09-13,476.42,0,0,0,0,0,5.41,0,0,0,0
2014-09-14,476.79,0,0,0,0,0,5.45,0,0,0,0
2014-09-15,475.64,0,0,0,0,0,5.25,0,0,0,0
2014-09-16,469.38,0,0,0,0,0,5.08,0,0,0,0
2014-09-17,458.17,0,0,0,0,0,4.96,0,0,0,0
2014-09-18,438.09,0,0,0,0,0,4.86,0,0,0,0
2014-09-19,405.1,0,0,0,0,0,4.45,0,0,0,0
2014-09-20,409.86,0,0,0,0,0,4.41,0,0,0,0
2014-09-21,401.32,0,0,0,0,0,4.2,0,0,0,0
2014-09-22,400.78,0,0,0,0,0,4.23,0,0,0,0
2014-09-23,407.95,0,0,0,0,0,4.36,0,0,0,0
2014-09-24,427.92,0,0,0,0,0,4.68,0,0,0,0
2014-09-25,412.3,0,0,0,0,0,4.5,0,0,0,0
2014-09-26,405.15,0,0,0,0,0,4.45,0,0,0,0
2014-09-27,402.16,0,0,0,0,0,4.44,0,0,0,0
2014-09-28,391.96,0,0,0,0,0,4.33,0,0,0,0
2014-09-29,378.43,0,0,0,0,0,4.25,0,0,0,0
2014-09-30,380.1,0,0,0,0,0,4.27,0,0,0,0
2014-10-01,384.57,0,0,0,0,0,4.42,0,0,0,0
2014-10-02,377.83,0,0,0,0,0,4.29,0,0,0,0
2014-10-03,367.97,0,0,0,0,0,4.23,0,0,0,0
2014-10-04,345.79,0,0,0,0,0,4.0,0,0,0,0
2014-10-05,316.22,0,0,0,0,0,3.69,0,0,0,0
2014-10-06,324.17,0,0,0,0,0,3.73,0,0,0,0
2014-10-07,329.14,0,0,0,0,0,3.76,0,0,0,0
2014-10-08,338.29,0,0,0,0,0,3.84,0,0,0,0
2014-10-09,363.51,0,0,0,0,0,3.94,0,0,0,0
2014-10-10,362.17,0,0,0,0,0,3.81,0,0,0,0
2014-10-11,358.43,0,0,0,0,0,3.73,0,0,0,0
2014-10-12,360.91,0,0,0,0,0,3.78,0,0,0,0
2014-10-13,377.0,0,0,0,0,0,3.83,0,0,0,0
2014-10-14,399.84,0,0,0,0,0,4.05,0,0,0,0
2014-10-15,392.48,0,0,0,0,0,4.01,0,0,0,0
2014-10-16,384.95,0,0,0,0,0,3.98,0,0,0,0
2014-10-17,378.17,0,0,0,0,0,3.96,0,0,0,0
2014-10-18,383.64,0,0,0,0,0,4.02,0,0,0,0
2014-10-19,387.85,0,0,0,0,0,3.99,0,0,0,0
2014-10-20,381.32,0,0,0,0,0,3.91,0,0,0,0
2014-10-21,382.66,0,0,0,0,0,3.91,0,0,0,0
2014-10-22,380.89,0,0,0,0,0,3.86,0,0,0,0
2014-10-23,365.96,0,0,0,0,0,3.74,0,0,0,0
2014-10-24,355.96,0,0,0,0,0,3.73,0,0,0,0
2014-10-25,348.21,0,0,0,0,0,3.65,0,0,0,0
2014-10-26,350.24,0,0,0,0,0,3.69,0,0,0,0
2014-10-27,351.67,0,0,0,0,0,3.78,0,0,0,0
2014-10-28,351.83,0,0,0,0,0,3.82,0,0,0,0
2014-10-29,344.08,0,0,0,0,0,3.76,0,0,0,0
2014-10-30,337.81,0,0,0,0,0,3.75,0,0,0,0
2014-10-31,341.03,0,0,0,0,0,3.77,0,0,0,0
2014-11-01,329.18,0,0,0,0,0,3.6,0,0,0,0
2014-11-02,324.39,0,0,0,0,0,3.58,0,0,0,0
2014-11-03,327.59,0,0,0,0,0,3.6,0,0,0,0
2014-11-04,325.54,0,0,0,0,0,3.58,0,0,0,0
2014-11-05,336.53,0,0,0,0,0,3.64,0,0,0,0
2014-11-06,341.85,0,0,0,0,0,3.64,0,0,0,0
2014-11-07,344.69,0,0,0,0,0,3.6,0,0,0,0
2014-11-08,342.96,0,0,0,0,0,3.55,0,0,0,0
2014-11-09,350.29,0,0,0,0,0,0,0,0,0,0
2014-11-10,365.92,0,0,0,0,0,0,0,0,0,0
2014-11-11,366.77,0,0,0,0,0,0,0,0,0,0
2014-11-12,395.23,0,0,0,0,0,3.8,0,0,0,0
2014-11-13,428.16,0,0,0,0,0,0,0,0,0,0
2014-11-14,396.69,0,0,0,0,0,3.94,0,0,0,0
2014-11-15,385.95,0,0,0,0,0,3.89,0,0,0,0
2014-11-16,383.51,0,0,0,0,0,3.87,0,0,0,0
2014-11-17,396.95,0,0,0,0,0,3.93,0,0,0,0
2014-11-18,380.81,0,0,0,0,0,3.8,0,0,0,0
2014-11-19,378.37,0,0,0,0,0,3.77,0,0,0,0
2014-11-20,365.72,0,0,0,0,0,3.65,0,0,0,0
2014-11-21,351.49,0,0,0,0,0,3.51,0,0,0,0
2014-11-22,356.68,0,0,0,0,0,3.54,0,0,0,0
2014-11-23,359.21,0,0,0,0,0,3.55,0,0,0,0
2014-11-24,375.08,0,0,0,0,0,3.62,0,0,0,0
2014-11-25,382.41,0,0,0,0,0,3.6,0,0,0,0
2014-11-26,371.18,0,0,0,0,0,3.55,0,0,0,0
2014-11-27,370.8,0,0,0,0,0,3.56,0,0,0,0
2014-11-28,369.43,0,0,0,0,0,3.55,0,0,0,0
2014-11-29,378.0,0,0,0,0,0,3.58,0,0,0,0
2014-11-30,377.87,0,0,0,0,0,3.58,0,0,0,0
2014-12-01,379.06,0,0,0,0,0,3.57,0,0,0,0
2014-12-02,381.45,0,0,0,0,0,3.6,0,0,0,0
2014-12-03,378.74,0,0,0,0,0,3.6,0,0,0,0
2014-12-04,373.92,0,0,0,0,0,3.58,0,0,0,0
2014-12-05,372.68,0,0,0,0,0,3.58,0,0,0,0
2014-12-06,374.7,0,0,0,0,0,3.59,0,0,0,0
2014-12-07,375.31,0,0,0,0,0,3.69,0,0,0,0
2014-12-08,369.35,0,0,0,0,0,3.69,0,0,0,0
2014-12-09,352.9,0,0,0,0,0,3.54,0,0,0,0
2014-12-10,349.47,0,0,0,0,0,3.5,0,0,0,0
2014-12-11,352.27,0,0,0,0,0,3.48,0,0,0,0
2014-12-12,351.92,0,0,0,0,0,3.47,0,0,0,0
2014-12-13,348.16,0,0,0,0,0,3.46,0,0,0,0
2014-12-14,349.13,0,0,0,0,0,3.47,0,0,0,0
2014-12-15,349.35,0,0,0,0,0,3.46,0,0,0,0
2014-12-16,336.38,0,0,0,0,0,3.16,0,0,0,0
2014-12-17,324.08,0,0,0,0,0,2.98,0,0,0,0
2014-12-18,313.7,0,0,0,0,0,2.85,0,0,0,0
2014-12-19,313.17,0,0,0,0,0,2.82,0,0,0,0
2014-12-20,324.78,0,0,0,0,0,2.91,0,0,0,0
2014-12-21,323.88,0,0,0,0,0,2.87,0,0,0,0
2014-12-22,328.25,0,0,0,0,0,2.86,0,0,0,0
2014-12-23,332.8,0,0,0,0,0,2.87,0,0,0,0
2014-12-24,329.67,0,0,0,0,0,2.8,0,0,0,0
2014-12-25,319.95,0,0,0,0,0,2.7,0,0,0,0
2014-12-26,323.82,0,0,0,0,0,2.76,0,0,0,0
2014-12-27,319.18,0,0,0,0,0,2.74,0,0,0,0
2014-12-28,315.62,0,0,0,0,0,2.72,0,0,0,0
2014-12-29,315.69,0,0,0,0,0,2.71,0,0,0,0
2014-12-30,313.08,0,0,0,0,0,2.71,0,0,0,0
2014-12-31,314.44,0,0,0,0,0,2.72,0,0,0,0
2015-01-01,316.97,0,0,0,0,0,2.72,0,0,0,0
2015-01-02,315.9,0,0,0,0,0,2.68,0,0,0,0
2015-01-03,303.98,0,0,0,0,0,2.37,0,0,0,0
2015-01-04,275.39,0,0,0,0,0,2.05,0,0,0,0
2015-01-05,271.62,0,0,0,0,0,2.08,0,0,0,0
2015-01-06,277.34,0,0,0,0,0,2.1,0,0,0,0
2015-01-07,288.73,0,0,0,0,0,2.14,0,0,0,0
2015-01-08,290.06,0,0,0,0,0,2.08,0,0,0,0
2015-01-09,285.92,0,0,0,0,0,2.0,0,0,0,0
2015-01-10,280.87,0,0,0,0,0,1.67,0,0,0,0
2015-01-11,274.52,0,0,0,0,0,1.79,0,0,0,0
2015-01-12,269.68,0,0,0,0,0,1.74,0,0,0,0
2015-01-13,239.4,0,0,0,0,0,1.58,0,0,0,0
2015-01-14,197.4,0,0,0,0,0,1.34,0,0,0,0
2015-01-15,205.99,0,0,0,0,0,1.3,0,0,0,0
2015-01-16,211.49,0,0,0,0,0,1.38,0,0,0,0
2015-01-17,201.02,0,0,0,0,0,1.32,0,0,0,0
2015-01-18,205.95,0,0,0,0,0,1.31,0,0,0,0
2015-01-19,211.94,0,0,0,0,0,0,0,0,0,0
2015-01-20,211.13,0,0,0,0,0,1.33,0,0,0,0
2015-01-21,214.95,0,0,0,0,0,1.34,0,0,0,0
2015-01-22,232.19,0,0,0,0,0,1.42,0,0,0,0
2015-01-23,229.82,0,0,0,0,0,1.41,0,0,0,0
2015-01-24,237.32,0,0,0,0,0,1.57,0,0,0,0
2015-01-25,248.51,0,0,0,0,0,2.14,0,0,0,0
2015-01-26,281.16,0,0,0,0,0,2.21,0,0,0,0
2015-01-27,260.54,0,0,0,0,0,2.0,0,0,0,0
2015-01-28,252.38,0,0,0,0,0,2.0,0,0,0,0
2015-01-29,231.97,0,0,0,0,0,1.89,0,0,0,0
2015-01-30,232.44,0,0,0,0,0,1.92,0,0,0,0
2015-01-31,228.07,0,0,0,0,0,1.91,0,0,0,0
2015-02-01,218.68,0,0,0,0,0,1.78,0,0,0,0
2015-02-02,226.85,0,0,0,0,0,1.78,0,0,0,0
2015-02-03,236.71,0,0,0,0,0,1.86,0,0,0,0
2015-02-04,225.68,0,0,0,0,0,1.8,0,0,0,0
2015-02-05,223.19,0,0,0,0,0,1.77,0,0,0,0
2015-02-06,220.64,0,0,0,0,0,1.78,0,0,0,0
2015-02-07,226.36,0,0,0,0,0,1.8,0,0,0,0
2015-02-08,225.46,0,0,0,0,0,1.8,0,0,0,0
2015-02-09,221.34,0,0,0,0,0,1.75,0,0,0,0
2015-02-10,218.97,0,0,0,0,0,1.73,0,0,0,0
2015-02-11,221.29,0,0,0,0,0,1.75,0,0,0,0
2015-02-12,220.24,0,0,0,0,0,1.74,0,0,0,0
2015-02-13,232.22,0,0,0,0,0,1.81,0,0,0,0
2015-02-14,246.38,0,0,0,0,0,1.86,0,0,0,0
2015-02-15,250.0,0,0,0,0,0,1.9,0,0,0,0
2015-02-16,234.51,0,0,0,0,0,1.81,0,0,0,0
2015-02-17,238.91,0,0,0,0,0,1.83,0,0,0,0
2015-02-18,240.07,0,0,0,0,0,1.83,0,0,0,0
2015-02-19,238.33,0,0,0,0,0,1.83,0,0,0,0
2015-02-20,243.45,0,0,0,0,0,1.84,0,0,0,0
2015-02-21,244.7,0,0,0,0,0,1.84,0,0,0,0
2015-02-22,241.4,0,0,0,0,0,1.81,0,0,0,0
2015-02-23,236.15,0,0,0,0,0,1.79,0,0,0,0
2015-02-24,237.92,0,0,0,0,0,1.8,0,0,0,0
2015-02-25,237.92,0,0,0,0,0,1.79,0,0,0,0
2015-02-26,236.47,0,0,0,0,0,1.79,0,0,0,0
2015-02-27,250.34,0,0,0,0,0,1.83,0,0,0,0
2015-02-28,252.75,0,0,0,0,0,1.83,0,0,0,0
2015-03-01,251.67,0,0,0,0,0,1.83,0,0,0,0
2015-03-02,262.57,0,0,0,0,0,1.89,0,0,0,0
2015-03-03,275.77,0,0,0,0,0,1.93,0,0,0,0
2015-03-04,279.28,0,0,0,0,0,1.94,0,0,0,0
2015-03-05,270.79,0,0,0,0,0,1.91,0,0,0,0
2015-03-06,273.33,0,0,0,0,0,1.91,0,0,0,0
2015-03-07,273.5,0,0,0,0,0,1.9,0,0,0,0
2015-03-08,275.04,0,0,0,0,0,1.91,0,0,0,0
2015-03-09,282.23,0,0,0,0,0,1.92,0,0,0,0
2015-03-10,293.62,0,0,0,0,0,2.01,0,0,0,0
2015-03-11,293.57,0,0,0,0,0,2.0,0,0,0,0
2015-03-12,294.5,0,0,0,0,0,2.02,0,0,0,0
2015-03-13,290.96,0,0,0,0,0,2.02,0,0,0,0
2015-03-14,283.18,0,0,0,0,0,1.99,0,0,0,0
2015-03-15,284.2,0,0,0,0,0,2.0,0,0,0,0
2015-03-16,291.33,0,0,0,0,0,2.03,0,0,0,0
2015-03-17,289.33,0,0,0,0,0,2.01,0,0,0,0
2015-03-18,273.87,0,0,0,0,0,1.87,0,0,0,0
2015-03-19,257.86,0,0,0,0,0,1.75,0,0,0,0
2015-03-20,261.47,0,0,0,0,0,1.76,0,0,0,0
2015-03-21,259.94,0,0,0,0,0,1.75,0,0,0,0
2015-03-22,262.07,0,0,0,0,0,1.76,0,0,0,0
2015-03-23,267.7,0,0,0,0,0,1.78,0,0,0,0
2015-03-24,256.5,0,0,0,0,0,1.73,0,0,0,0
2015-03-25,245.34,0,0,0,0,0,1.68,0,0,0,0
2015-03-26,249.48,0,0,0,0,0,1.7,0,0,0,0
2015-03-27,247.95,0,0,0,0,0,1.69,0,0,0,0
2015-03-28,251.65,0,0,0,0,0,1.7,0,0,0,0
2015-03-29,245.3,0,0,0,0,0,1.66,0,0,0,0
2015-03-30,245.25,0,0,0,0,0,1.66,0,0,0,0
2015-03-31,245.25,0,0,0,0,0,1.65,0,0,0,0
2015-04-01,243.92,0,0,0,0,0,1.65,0,0,0,0
2015-04-02,248.11,0,0,0,0,0,1.66,0,0,0,0
2015-04-03,253.53,0,0,0,0,0,1.68,0,0,0,0
2015-04-04,252.64,0,0,0,0,0,1.67,0,0,0,0
2015-04-05,254.8,0,0,0,0,0,1.68,0,0,0,0
2015-04-06,257.58,0,0,0,0,0,1.68,0,0,0,0
2015-04-07,253.38,0,0,0,0,0,1.66,0,0,0,0
2015-04-08,248.8,0,0,0,0,0,1.64,0,0,0,0
2015-04-09,243.61,0,0,0,0,0,1.59,0,0,0,0
2015-04-10,238.07,0,0,0,0,0,1.54,0,0,0,0
2015-04-11,235.93,0,0,0,0,0,1.5,0,0,0,0
2015-04-12,236.3,0,0,0,0,0,1.45,0,0,0,0
2015-04-13,232.8,0,0,0,0,0,1.43,0,0,0,0
2015-04-14,220.43,0,0,0,0,0,1.35,0,0,0,0
2015-04-15,221.21,0,0,0,0,0,1.38,0,0,0,0
2015-04-16,227.01,0,0,0,0,0,1.39,0,0,0,0
2015-04-17,224.3,0,0,0,0,0,1.41,0,0,0,0
2015-04-18,222.84,0,0,0,0,0,1.4,0,0,0,0
2015-04-19,224.49,0,0,0,0,0,1.41,0,0,0,0
2015-04-20,224.24,0,0,0,0,0,1.4,0,0,0,0
2015-04-21,226.46,0,0,0,0,0,1.41,0,0,0,0
2015-04-22,235.44,0,0,0,0,0,1.45,0,0,0,0
2015-04-23,234.85,0,0,0,0,0,1.45,0,0,0,0
2015-04-24,232.02,0,0,0,0,0,1.43,0,0,0,0
